image,empty,not_adipocyte,adipocyte
B. Shoulder 1.2_r14_c34.jpg,0.010267,0.973062,0.016672
B. Shoulder 1.2_r14_c35.jpg,0.151799,0.837237,0.010964
B. Shoulder 1.2_r14_c36.jpg,0.025952,0.966578,0.007470
B. Shoulder 1.2_r14_c37.jpg,0.041358,0.940795,0.017847
B. Shoulder 1.2_r14_c4.jpg,0.094352,0.864877,0.040771
B. Shoulder 1.2_r14_c43.jpg,0.121591,0.864886,0.013523
B. Shoulder 1.2_r14_c44.jpg,0.091873,0.805809,0.102318
B. Shoulder 1.2_r14_c46.jpg,0.014104,0.978508,0.007388
B. Shoulder 1.2_r14_c47.jpg,0.024495,0.954555,0.020949
B. Shoulder 1.2_r14_c48.jpg,0.005775,0.974958,0.019266
B. Shoulder 1.2_r14_c49.jpg,0.002497,0.970554,0.026949
B. Shoulder 1.2_r14_c5.jpg,0.146779,0.818046,0.035175
B. Shoulder 1.2_r14_c50.jpg,0.191892,0.669204,0.138904
B. Shoulder 1.2_r14_c51.jpg,0.199336,0.776110,0.024554
B. Shoulder 1.2_r14_c52.jpg,0.101846,0.884549,0.013605
B. Shoulder 1.2_r14_c7.jpg,0.033616,0.951593,0.014791
B. Shoulder 1.2_r14_c9.jpg,0.021706,0.972372,0.005922
B. Shoulder 1.2_r15_c0.jpg,0.020710,0.967253,0.012036
B. Shoulder 1.2_r15_c1.jpg,0.371092,0.607288,0.021620
B. Shoulder 1.2_r15_c16.jpg,0.484993,0.496875,0.018132
B. Shoulder 1.2_r15_c2.jpg,0.718408,0.271118,0.010475
B. Shoulder 1.2_r15_c29.jpg,0.152099,0.830591,0.017310
B. Shoulder 1.2_r15_c3.jpg,0.783713,0.209610,0.006677
B. Shoulder 1.2_r15_c30.jpg,0.061378,0.930115,0.008507
B. Shoulder 1.2_r15_c31.jpg,0.303218,0.648132,0.048650
B. Shoulder 1.2_r15_c33.jpg,0.476279,0.515145,0.008576
B. Shoulder 1.2_r15_c34.jpg,0.150726,0.845372,0.003902
B. Shoulder 1.2_r15_c35.jpg,0.095766,0.867921,0.036313
B. Shoulder 1.2_r15_c36.jpg,0.077237,0.888071,0.034692
B. Shoulder 1.2_r15_c37.jpg,0.055035,0.919084,0.025881
B. Shoulder 1.2_r15_c4.jpg,0.533466,0.450300,0.016234
B. Shoulder 1.2_r15_c40.jpg,0.449835,0.509349,0.040815
B. Shoulder 1.2_r15_c41.jpg,0.367632,0.601465,0.030902
B. Shoulder 1.2_r15_c42.jpg,0.350974,0.476736,0.172290
B. Shoulder 1.2_r15_c43.jpg,0.044262,0.925049,0.030689
B. Shoulder 1.2_r15_c44.jpg,0.062066,0.907388,0.030547
B. Shoulder 1.2_r15_c45.jpg,0.328135,0.617110,0.054755
B. Shoulder 1.2_r15_c46.jpg,0.075431,0.518534,0.406035
B. Shoulder 1.2_r15_c47.jpg,0.027793,0.949944,0.022263
B. Shoulder 1.2_r15_c48.jpg,0.006381,0.987277,0.006342
B. Shoulder 1.2_r15_c49.jpg,0.006876,0.973766,0.019358
B. Shoulder 1.2_r15_c5.jpg,0.050528,0.928677,0.020795
B. Shoulder 1.2_r15_c50.jpg,0.025304,0.936830,0.037866
B. Shoulder 1.2_r15_c51.jpg,0.006179,0.983303,0.010518
B. Shoulder 1.2_r15_c52.jpg,0.002670,0.977149,0.020181
B. Shoulder 1.2_r15_c7.jpg,0.042426,0.934515,0.023059
B. Shoulder 1.2_r16_c1.jpg,0.012331,0.981387,0.006281
B. Shoulder 1.2_r16_c2.jpg,0.285710,0.707246,0.007043
B. Shoulder 1.2_r16_c20.jpg,0.133523,0.851249,0.015228
B. Shoulder 1.2_r16_c29.jpg,0.523960,0.394983,0.081057
B. Shoulder 1.2_r16_c3.jpg,0.251567,0.727292,0.021141
B. Shoulder 1.2_r16_c30.jpg,0.165714,0.608090,0.226196
B. Shoulder 1.2_r16_c31.jpg,0.044601,0.767222,0.188177
B. Shoulder 1.2_r16_c32.jpg,0.117041,0.789080,0.093879
B. Shoulder 1.2_r16_c33.jpg,0.449898,0.518958,0.031144
B. Shoulder 1.2_r16_c34.jpg,0.903786,0.093319,0.002894
B. Shoulder 1.2_r16_c35.jpg,0.514076,0.446486,0.039438
B. Shoulder 1.2_r16_c36.jpg,0.059952,0.843421,0.096626
B. Shoulder 1.2_r16_c37.jpg,0.082215,0.899432,0.018353
B. Shoulder 1.2_r16_c38.jpg,0.060606,0.877284,0.062111
B. Shoulder 1.2_r16_c4.jpg,0.112246,0.878984,0.008770
B. Shoulder 1.2_r16_c40.jpg,0.153597,0.808239,0.038164
B. Shoulder 1.2_r16_c41.jpg,0.311504,0.577161,0.111336
B. Shoulder 1.2_r16_c42.jpg,0.312860,0.676839,0.010301
B. Shoulder 1.2_r16_c43.jpg,0.700601,0.201162,0.098237
B. Shoulder 1.2_r16_c44.jpg,0.641138,0.318726,0.040136
B. Shoulder 1.2_r16_c45.jpg,0.060575,0.804599,0.134826
B. Shoulder 1.2_r16_c46.jpg,0.087281,0.877391,0.035328
B. Shoulder 1.2_r16_c48.jpg,0.110578,0.796827,0.092595
B. Shoulder 1.2_r16_c49.jpg,0.056707,0.813003,0.130290
B. Shoulder 1.2_r16_c5.jpg,0.055932,0.911346,0.032722
B. Shoulder 1.2_r16_c52.jpg,0.206687,0.711707,0.081605
B. Shoulder 1.2_r16_c6.jpg,0.489118,0.482053,0.028829
B. Shoulder 1.2_r16_c7.jpg,0.328742,0.651021,0.020237
B. Shoulder 1.2_r17_c1.jpg,0.008686,0.977011,0.014303
B. Shoulder 1.2_r17_c2.jpg,0.041769,0.938193,0.020038
B. Shoulder 1.2_r17_c20.jpg,0.158087,0.826218,0.015695
B. Shoulder 1.2_r17_c21.jpg,0.075031,0.914034,0.010935
B. Shoulder 1.2_r17_c22.jpg,0.395292,0.588276,0.016433
B. Shoulder 1.2_r17_c23.jpg,0.505619,0.485816,0.008566
B. Shoulder 1.2_r17_c28.jpg,0.386955,0.582773,0.030272
B. Shoulder 1.2_r17_c29.jpg,0.022227,0.947667,0.030106
B. Shoulder 1.2_r17_c3.jpg,0.132023,0.847807,0.020171
B. Shoulder 1.2_r17_c30.jpg,0.043967,0.939149,0.016884
B. Shoulder 1.2_r17_c31.jpg,0.098021,0.897443,0.004536
B. Shoulder 1.2_r17_c32.jpg,0.518511,0.422003,0.059486
B. Shoulder 1.2_r17_c33.jpg,0.622303,0.360000,0.017697
B. Shoulder 1.2_r17_c34.jpg,0.079757,0.886432,0.033811
B. Shoulder 1.2_r17_c35.jpg,0.181982,0.806204,0.011814
B. Shoulder 1.2_r17_c36.jpg,0.572176,0.416757,0.011068
B. Shoulder 1.2_r17_c37.jpg,0.028907,0.956747,0.014346
B. Shoulder 1.2_r17_c38.jpg,0.262575,0.697483,0.039941
B. Shoulder 1.2_r17_c39.jpg,0.270305,0.697780,0.031915
B. Shoulder 1.2_r17_c4.jpg,0.217819,0.776949,0.005232
B. Shoulder 1.2_r17_c41.jpg,0.125863,0.769449,0.104688
B. Shoulder 1.2_r17_c43.jpg,0.135189,0.795505,0.069307
B. Shoulder 1.2_r17_c45.jpg,0.135903,0.786258,0.077838
B. Shoulder 1.2_r17_c46.jpg,0.109493,0.824842,0.065665
B. Shoulder 1.2_r17_c5.jpg,0.201630,0.761628,0.036742
B. Shoulder 1.2_r17_c6.jpg,0.113032,0.843418,0.043550
B. Shoulder 1.2_r17_c7.jpg,0.372743,0.581286,0.045971
B. Shoulder 1.2_r18_c2.jpg,0.029369,0.947379,0.023251
B. Shoulder 1.2_r18_c20.jpg,0.062946,0.920444,0.016610
B. Shoulder 1.2_r18_c21.jpg,0.432814,0.562112,0.005075
B. Shoulder 1.2_r18_c22.jpg,0.021391,0.946108,0.032502
B. Shoulder 1.2_r18_c23.jpg,0.409288,0.583294,0.007419
B. Shoulder 1.2_r18_c3.jpg,0.174944,0.819804,0.005252
B. Shoulder 1.2_r18_c30.jpg,0.054508,0.911214,0.034278
B. Shoulder 1.2_r18_c31.jpg,0.072558,0.913013,0.014429
B. Shoulder 1.2_r18_c32.jpg,0.328292,0.646732,0.024976
B. Shoulder 1.2_r18_c33.jpg,0.180897,0.792613,0.026489
B. Shoulder 1.2_r18_c35.jpg,0.309371,0.671839,0.018790
B. Shoulder 1.2_r18_c36.jpg,0.321819,0.663807,0.014374
B. Shoulder 1.2_r18_c37.jpg,0.042143,0.859252,0.098605
B. Shoulder 1.2_r18_c38.jpg,0.193448,0.748338,0.058214
B. Shoulder 1.2_r18_c39.jpg,0.047205,0.939992,0.012802
B. Shoulder 1.2_r18_c4.jpg,0.490876,0.505960,0.003163
B. Shoulder 1.2_r18_c40.jpg,0.203176,0.752090,0.044734
B. Shoulder 1.2_r18_c41.jpg,0.120642,0.838935,0.040423
B. Shoulder 1.2_r18_c43.jpg,0.603999,0.384395,0.011606
B. Shoulder 1.2_r18_c5.jpg,0.060333,0.926189,0.013477
B. Shoulder 1.2_r18_c7.jpg,0.449157,0.522851,0.027991
B. Shoulder 1.2_r19_c1.jpg,0.526683,0.441792,0.031525
B. Shoulder 1.2_r19_c15.jpg,0.325113,0.661136,0.013751
B. Shoulder 1.2_r19_c19.jpg,0.084230,0.902153,0.013617
B. Shoulder 1.2_r19_c2.jpg,0.047921,0.939767,0.012312
B. Shoulder 1.2_r19_c20.jpg,0.021573,0.973890,0.004537
B. Shoulder 1.2_r19_c21.jpg,0.486969,0.506158,0.006873
B. Shoulder 1.2_r19_c22.jpg,0.206990,0.704501,0.088509
B. Shoulder 1.2_r19_c23.jpg,0.200843,0.792078,0.007078
B. Shoulder 1.2_r19_c27.jpg,0.489180,0.453541,0.057280
B. Shoulder 1.2_r19_c28.jpg,0.632118,0.319542,0.048340
B. Shoulder 1.2_r19_c29.jpg,0.017909,0.973274,0.008817
B. Shoulder 1.2_r19_c3.jpg,0.024191,0.972138,0.003672
B. Shoulder 1.2_r19_c30.jpg,0.070993,0.912865,0.016142
B. Shoulder 1.2_r19_c31.jpg,0.167072,0.829205,0.003723
B. Shoulder 1.2_r19_c32.jpg,0.058374,0.937691,0.003934
B. Shoulder 1.2_r19_c33.jpg,0.328483,0.636694,0.034823
B. Shoulder 1.2_r19_c34.jpg,0.085615,0.869567,0.044818
B. Shoulder 1.2_r19_c35.jpg,0.290633,0.690535,0.018832
B. Shoulder 1.2_r19_c36.jpg,0.419672,0.548558,0.031770
B. Shoulder 1.2_r19_c37.jpg,0.412027,0.574281,0.013691
B. Shoulder 1.2_r19_c38.jpg,0.046906,0.888472,0.064622
B. Shoulder 1.2_r19_c39.jpg,0.060361,0.891326,0.048313
B. Shoulder 1.2_r19_c4.jpg,0.714860,0.278848,0.006292
B. Shoulder 1.2_r19_c40.jpg,0.014031,0.978801,0.007168
B. Shoulder 1.2_r19_c41.jpg,0.635048,0.355814,0.009138
B. Shoulder 1.2_r19_c42.jpg,0.671666,0.319170,0.009164
B. Shoulder 1.2_r19_c43.jpg,0.152576,0.832007,0.015417
B. Shoulder 1.2_r19_c44.jpg,0.014058,0.978136,0.007806
B. Shoulder 1.2_r19_c45.jpg,0.064023,0.922498,0.013479
B. Shoulder 1.2_r19_c46.jpg,0.025230,0.972780,0.001990
B. Shoulder 1.2_r19_c47.jpg,0.087900,0.775457,0.136642
B. Shoulder 1.2_r19_c48.jpg,0.041299,0.907439,0.051262
B. Shoulder 1.2_r19_c49.jpg,0.036768,0.916196,0.047037
B. Shoulder 1.2_r19_c5.jpg,0.891348,0.105502,0.003150
B. Shoulder 1.2_r19_c50.jpg,0.005598,0.992311,0.002091
B. Shoulder 1.2_r19_c51.jpg,0.051334,0.934234,0.014431
B. Shoulder 1.2_r19_c52.jpg,0.015919,0.978164,0.005917
B. Shoulder 1.2_r19_c6.jpg,0.231080,0.736550,0.032370
B. Shoulder 1.2_r19_c7.jpg,0.087377,0.856588,0.056036
B. Shoulder 1.2_r1_c0.jpg,0.028911,0.950331,0.020758
B. Shoulder 1.2_r1_c1.jpg,0.484840,0.452300,0.062860
B. Shoulder 1.2_r1_c11.jpg,0.040377,0.953662,0.005962
B. Shoulder 1.2_r1_c12.jpg,0.131142,0.843513,0.025345
B. Shoulder 1.2_r1_c13.jpg,0.053051,0.933907,0.013042
B. Shoulder 1.2_r1_c14.jpg,0.529177,0.446288,0.024536
B. Shoulder 1.2_r1_c15.jpg,0.436412,0.544893,0.018695
B. Shoulder 1.2_r1_c16.jpg,0.423867,0.558108,0.018024
B. Shoulder 1.2_r1_c18.jpg,0.280285,0.689721,0.029993
B. Shoulder 1.2_r1_c19.jpg,0.293321,0.696667,0.010012
B. Shoulder 1.2_r1_c20.jpg,0.105553,0.885778,0.008669
B. Shoulder 1.2_r1_c21.jpg,0.448572,0.536255,0.015173
B. Shoulder 1.2_r1_c22.jpg,0.271065,0.698998,0.029937
B. Shoulder 1.2_r1_c23.jpg,0.280055,0.682605,0.037339
B. Shoulder 1.2_r1_c24.jpg,0.405804,0.529429,0.064767
B. Shoulder 1.2_r1_c25.jpg,0.017408,0.971577,0.011015
B. Shoulder 1.2_r1_c26.jpg,0.054037,0.909122,0.036841
B. Shoulder 1.2_r1_c28.jpg,0.308158,0.667004,0.024838
B. Shoulder 1.2_r1_c29.jpg,0.697644,0.284224,0.018132
B. Shoulder 1.2_r1_c3.jpg,0.027269,0.940864,0.031868
B. Shoulder 1.2_r1_c30.jpg,0.734478,0.231260,0.034262
B. Shoulder 1.2_r1_c31.jpg,0.045998,0.947392,0.006610
B. Shoulder 1.2_r1_c32.jpg,0.030632,0.965558,0.003810
B. Shoulder 1.2_r1_c33.jpg,0.680743,0.315498,0.003758
B. Shoulder 1.2_r1_c34.jpg,0.031856,0.962857,0.005288
B. Shoulder 1.2_r1_c35.jpg,0.384379,0.601363,0.014259
B. Shoulder 1.2_r1_c36.jpg,0.321236,0.666140,0.012625
B. Shoulder 1.2_r1_c37.jpg,0.398662,0.597234,0.004103
B. Shoulder 1.2_r1_c38.jpg,0.009615,0.979005,0.011380
B. Shoulder 1.2_r1_c39.jpg,0.014082,0.969299,0.016619
B. Shoulder 1.2_r1_c4.jpg,0.060210,0.911589,0.028201
B. Shoulder 1.2_r1_c40.jpg,0.024765,0.917589,0.057645
B. Shoulder 1.2_r1_c41.jpg,0.007176,0.972548,0.020275
B. Shoulder 1.2_r1_c42.jpg,0.126134,0.864321,0.009544
B. Shoulder 1.2_r1_c43.jpg,0.035975,0.956501,0.007523
B. Shoulder 1.2_r1_c44.jpg,0.009915,0.947154,0.042930
B. Shoulder 1.2_r1_c45.jpg,0.356560,0.584463,0.058977
B. Shoulder 1.2_r1_c47.jpg,0.967956,0.024426,0.007619
B. Shoulder 1.2_r1_c48.jpg,0.201712,0.773196,0.025092
B. Shoulder 1.2_r1_c49.jpg,0.152144,0.793358,0.054498
B. Shoulder 1.2_r1_c5.jpg,0.112726,0.867640,0.019634
B. Shoulder 1.2_r1_c50.jpg,0.726792,0.248101,0.025107
B. Shoulder 1.2_r1_c6.jpg,0.457984,0.535407,0.006609
B. Shoulder 1.2_r20_c1.jpg,0.070179,0.899289,0.030532
B. Shoulder 1.2_r20_c2.jpg,0.007372,0.983518,0.009110
B. Shoulder 1.2_r20_c20.jpg,0.019476,0.961029,0.019495
B. Shoulder 1.2_r20_c29.jpg,0.112253,0.849029,0.038718
B. Shoulder 1.2_r20_c3.jpg,0.262716,0.732302,0.004982
B. Shoulder 1.2_r20_c30.jpg,0.040297,0.949881,0.009822
B. Shoulder 1.2_r20_c31.jpg,0.060824,0.932211,0.006965
B. Shoulder 1.2_r20_c32.jpg,0.075596,0.917684,0.006720
B. Shoulder 1.2_r20_c33.jpg,0.612314,0.376083,0.011603
B. Shoulder 1.2_r20_c34.jpg,0.210983,0.776065,0.012952
B. Shoulder 1.2_r20_c35.jpg,0.472403,0.511988,0.015609
B. Shoulder 1.2_r20_c36.jpg,0.403051,0.559239,0.037710
B. Shoulder 1.2_r20_c37.jpg,0.144459,0.840856,0.014685
B. Shoulder 1.2_r20_c38.jpg,0.029141,0.916029,0.054830
B. Shoulder 1.2_r20_c39.jpg,0.088598,0.876267,0.035135
B. Shoulder 1.2_r20_c4.jpg,0.375233,0.621399,0.003369
B. Shoulder 1.2_r20_c40.jpg,0.034936,0.956233,0.008831
B. Shoulder 1.2_r20_c41.jpg,0.032740,0.957246,0.010015
B. Shoulder 1.2_r20_c42.jpg,0.016031,0.979585,0.004384
B. Shoulder 1.2_r20_c43.jpg,0.053828,0.938141,0.008031
B. Shoulder 1.2_r20_c44.jpg,0.126224,0.856446,0.017330
B. Shoulder 1.2_r20_c45.jpg,0.156391,0.803069,0.040540
B. Shoulder 1.2_r20_c46.jpg,0.130692,0.861849,0.007458
B. Shoulder 1.2_r20_c49.jpg,0.034173,0.931889,0.033938
B. Shoulder 1.2_r20_c5.jpg,0.779154,0.218473,0.002372
B. Shoulder 1.2_r20_c50.jpg,0.030005,0.956576,0.013419
B. Shoulder 1.2_r20_c51.jpg,0.017516,0.974137,0.008347
B. Shoulder 1.2_r20_c52.jpg,0.044523,0.944440,0.011037
B. Shoulder 1.2_r20_c6.jpg,0.170052,0.819064,0.010884
B. Shoulder 1.2_r20_c7.jpg,0.060023,0.924941,0.015035
B. Shoulder 1.2_r21_c1.jpg,0.005386,0.986941,0.007674
B. Shoulder 1.2_r21_c16.jpg,0.070389,0.925555,0.004057
B. Shoulder 1.2_r21_c18.jpg,0.027250,0.962109,0.010641
B. Shoulder 1.2_r21_c19.jpg,0.010208,0.980500,0.009292
B. Shoulder 1.2_r21_c2.jpg,0.033301,0.959043,0.007656
B. Shoulder 1.2_r21_c20.jpg,0.022159,0.969945,0.007896
B. Shoulder 1.2_r21_c21.jpg,0.050352,0.936308,0.013340
B. Shoulder 1.2_r21_c22.jpg,0.191092,0.791595,0.017313
B. Shoulder 1.2_r21_c27.jpg,0.153576,0.828842,0.017582
B. Shoulder 1.2_r21_c28.jpg,0.076037,0.906409,0.017554
B. Shoulder 1.2_r21_c29.jpg,0.044333,0.953974,0.001692
B. Shoulder 1.2_r21_c3.jpg,0.360477,0.635273,0.004249
B. Shoulder 1.2_r21_c30.jpg,0.056810,0.932220,0.010970
B. Shoulder 1.2_r21_c31.jpg,0.264207,0.722529,0.013263
B. Shoulder 1.2_r21_c32.jpg,0.237166,0.752293,0.010541
B. Shoulder 1.2_r21_c33.jpg,0.052489,0.938446,0.009064
B. Shoulder 1.2_r21_c34.jpg,0.070257,0.924049,0.005694
B. Shoulder 1.2_r21_c35.jpg,0.069497,0.912022,0.018482
B. Shoulder 1.2_r21_c36.jpg,0.147913,0.835989,0.016098
B. Shoulder 1.2_r21_c37.jpg,0.006925,0.990312,0.002763
B. Shoulder 1.2_r21_c38.jpg,0.026086,0.960604,0.013309
B. Shoulder 1.2_r21_c39.jpg,0.111625,0.849418,0.038957
B. Shoulder 1.2_r21_c4.jpg,0.583008,0.413714,0.003278
B. Shoulder 1.2_r21_c40.jpg,0.089653,0.894309,0.016038
B. Shoulder 1.2_r21_c41.jpg,0.103030,0.883765,0.013205
B. Shoulder 1.2_r21_c42.jpg,0.011050,0.980178,0.008772
B. Shoulder 1.2_r21_c43.jpg,0.013476,0.977652,0.008872
B. Shoulder 1.2_r21_c44.jpg,0.306876,0.633940,0.059184
B. Shoulder 1.2_r21_c46.jpg,0.089729,0.878578,0.031692
B. Shoulder 1.2_r21_c47.jpg,0.047441,0.915677,0.036883
B. Shoulder 1.2_r21_c48.jpg,0.045821,0.927517,0.026662
B. Shoulder 1.2_r21_c49.jpg,0.007668,0.988801,0.003530
B. Shoulder 1.2_r21_c5.jpg,0.098537,0.888402,0.013061
B. Shoulder 1.2_r21_c50.jpg,0.415566,0.541343,0.043091
B. Shoulder 1.2_r21_c52.jpg,0.020410,0.938160,0.041430
B. Shoulder 1.2_r21_c6.jpg,0.577781,0.391876,0.030344
B. Shoulder 1.2_r21_c7.jpg,0.066989,0.928838,0.004172
B. Shoulder 1.2_r21_c8.jpg,0.224772,0.750539,0.024689
B. Shoulder 1.2_r21_c9.jpg,0.149709,0.794548,0.055743
B. Shoulder 1.2_r22_c1.jpg,0.064734,0.925024,0.010242
B. Shoulder 1.2_r22_c18.jpg,0.197257,0.750636,0.052106
B. Shoulder 1.2_r22_c2.jpg,0.082002,0.901972,0.016026
B. Shoulder 1.2_r22_c21.jpg,0.018732,0.975228,0.006040
B. Shoulder 1.2_r22_c28.jpg,0.018197,0.911990,0.069813
B. Shoulder 1.2_r22_c29.jpg,0.188584,0.777445,0.033971
B. Shoulder 1.2_r22_c3.jpg,0.299842,0.685751,0.014407
B. Shoulder 1.2_r22_c30.jpg,0.014754,0.978645,0.006601
B. Shoulder 1.2_r22_c31.jpg,0.879958,0.116306,0.003735
B. Shoulder 1.2_r22_c32.jpg,0.031207,0.958145,0.010648
B. Shoulder 1.2_r22_c33.jpg,0.268077,0.706488,0.025434
B. Shoulder 1.2_r22_c34.jpg,0.036731,0.956148,0.007121
B. Shoulder 1.2_r22_c35.jpg,0.164047,0.819362,0.016591
B. Shoulder 1.2_r22_c36.jpg,0.053906,0.925425,0.020668
B. Shoulder 1.2_r22_c37.jpg,0.019797,0.976707,0.003496
B. Shoulder 1.2_r22_c38.jpg,0.036318,0.919762,0.043920
B. Shoulder 1.2_r22_c39.jpg,0.026703,0.913189,0.060109
B. Shoulder 1.2_r22_c4.jpg,0.152166,0.844396,0.003438
B. Shoulder 1.2_r22_c40.jpg,0.016727,0.972162,0.011112
B. Shoulder 1.2_r22_c41.jpg,0.010145,0.982020,0.007835
B. Shoulder 1.2_r22_c42.jpg,0.058212,0.936418,0.005369
B. Shoulder 1.2_r22_c43.jpg,0.005912,0.991943,0.002145
B. Shoulder 1.2_r22_c44.jpg,0.120819,0.778932,0.100249
B. Shoulder 1.2_r22_c45.jpg,0.031504,0.940874,0.027622
B. Shoulder 1.2_r22_c46.jpg,0.012770,0.944880,0.042350
B. Shoulder 1.2_r22_c48.jpg,0.026579,0.962814,0.010607
B. Shoulder 1.2_r22_c5.jpg,0.506051,0.487004,0.006945
B. Shoulder 1.2_r22_c51.jpg,0.026187,0.954027,0.019785
B. Shoulder 1.2_r22_c52.jpg,0.018965,0.976421,0.004614
B. Shoulder 1.2_r22_c6.jpg,0.284045,0.705236,0.010719
B. Shoulder 1.2_r22_c7.jpg,0.255497,0.731842,0.012662
B. Shoulder 1.2_r22_c9.jpg,0.127152,0.864213,0.008635
B. Shoulder 1.2_r23_c1.jpg,0.020337,0.946299,0.033365
B. Shoulder 1.2_r23_c15.jpg,0.130785,0.859415,0.009800
B. Shoulder 1.2_r23_c16.jpg,0.076703,0.916849,0.006447
B. Shoulder 1.2_r23_c2.jpg,0.006342,0.989662,0.003996
B. Shoulder 1.2_r23_c21.jpg,0.034519,0.962333,0.003149
B. Shoulder 1.2_r23_c22.jpg,0.106758,0.882296,0.010946
B. Shoulder 1.2_r23_c28.jpg,0.134533,0.851153,0.014314
B. Shoulder 1.2_r23_c29.jpg,0.183028,0.800627,0.016345
B. Shoulder 1.2_r23_c30.jpg,0.021849,0.968853,0.009298
B. Shoulder 1.2_r23_c31.jpg,0.108220,0.884158,0.007622
B. Shoulder 1.2_r23_c32.jpg,0.090266,0.900042,0.009691
B. Shoulder 1.2_r23_c33.jpg,0.149936,0.831577,0.018487
B. Shoulder 1.2_r23_c34.jpg,0.096954,0.897281,0.005764
B. Shoulder 1.2_r23_c35.jpg,0.195429,0.789425,0.015146
B. Shoulder 1.2_r23_c36.jpg,0.136245,0.853217,0.010538
B. Shoulder 1.2_r23_c37.jpg,0.159132,0.820863,0.020006
B. Shoulder 1.2_r23_c38.jpg,0.012390,0.968929,0.018681
B. Shoulder 1.2_r23_c39.jpg,0.178316,0.790810,0.030874
B. Shoulder 1.2_r23_c4.jpg,0.146487,0.847184,0.006328
B. Shoulder 1.2_r23_c40.jpg,0.006488,0.978943,0.014568
B. Shoulder 1.2_r23_c41.jpg,0.019386,0.956134,0.024480
B. Shoulder 1.2_r23_c42.jpg,0.014576,0.974433,0.010990
B. Shoulder 1.2_r23_c43.jpg,0.042686,0.938628,0.018686
B. Shoulder 1.2_r23_c44.jpg,0.022182,0.966859,0.010959
B. Shoulder 1.2_r23_c45.jpg,0.008092,0.986786,0.005122
B. Shoulder 1.2_r23_c46.jpg,0.004959,0.989064,0.005976
B. Shoulder 1.2_r23_c47.jpg,0.010625,0.951333,0.038043
B. Shoulder 1.2_r23_c48.jpg,0.560458,0.410464,0.029078
B. Shoulder 1.2_r23_c5.jpg,0.481368,0.515723,0.002909
B. Shoulder 1.2_r23_c50.jpg,0.055845,0.893126,0.051028
B. Shoulder 1.2_r23_c51.jpg,0.013281,0.977623,0.009097
B. Shoulder 1.2_r23_c52.jpg,0.020737,0.964144,0.015119
B. Shoulder 1.2_r23_c6.jpg,0.814784,0.183821,0.001395
B. Shoulder 1.2_r23_c7.jpg,0.018611,0.974270,0.007118
B. Shoulder 1.2_r24_c1.jpg,0.070156,0.905793,0.024051
B. Shoulder 1.2_r24_c18.jpg,0.274356,0.698546,0.027098
B. Shoulder 1.2_r24_c2.jpg,0.144993,0.851072,0.003934
B. Shoulder 1.2_r24_c21.jpg,0.140266,0.851774,0.007960
B. Shoulder 1.2_r24_c27.jpg,0.278297,0.714979,0.006724
B. Shoulder 1.2_r24_c28.jpg,0.471943,0.509082,0.018976
B. Shoulder 1.2_r24_c29.jpg,0.223872,0.760804,0.015324
B. Shoulder 1.2_r24_c3.jpg,0.070481,0.912373,0.017147
B. Shoulder 1.2_r24_c30.jpg,0.108423,0.888477,0.003101
B. Shoulder 1.2_r24_c31.jpg,0.233175,0.758475,0.008350
B. Shoulder 1.2_r24_c32.jpg,0.208174,0.765172,0.026653
B. Shoulder 1.2_r24_c33.jpg,0.079882,0.891737,0.028382
B. Shoulder 1.2_r24_c34.jpg,0.491083,0.505307,0.003610
B. Shoulder 1.2_r24_c35.jpg,0.568927,0.415745,0.015328
B. Shoulder 1.2_r24_c36.jpg,0.194665,0.784518,0.020817
B. Shoulder 1.2_r24_c37.jpg,0.044214,0.952888,0.002898
B. Shoulder 1.2_r24_c38.jpg,0.014333,0.943917,0.041750
B. Shoulder 1.2_r24_c39.jpg,0.041858,0.901620,0.056522
B. Shoulder 1.2_r24_c4.jpg,0.122086,0.821139,0.056776
B. Shoulder 1.2_r24_c40.jpg,0.008256,0.989059,0.002685
B. Shoulder 1.2_r24_c41.jpg,0.026535,0.932559,0.040906
B. Shoulder 1.2_r24_c42.jpg,0.007063,0.973344,0.019593
B. Shoulder 1.2_r24_c43.jpg,0.006828,0.979674,0.013498
B. Shoulder 1.2_r24_c44.jpg,0.008478,0.986896,0.004626
B. Shoulder 1.2_r24_c45.jpg,0.008963,0.975490,0.015547
B. Shoulder 1.2_r24_c46.jpg,0.006586,0.982918,0.010496
B. Shoulder 1.2_r24_c48.jpg,0.012080,0.984388,0.003532
B. Shoulder 1.2_r24_c49.jpg,0.003028,0.994362,0.002610
B. Shoulder 1.2_r24_c5.jpg,0.076540,0.918239,0.005221
B. Shoulder 1.2_r24_c50.jpg,0.005104,0.983015,0.011881
B. Shoulder 1.2_r24_c52.jpg,0.077942,0.856218,0.065840
B. Shoulder 1.2_r24_c6.jpg,0.933010,0.064583,0.002408
B. Shoulder 1.2_r24_c7.jpg,0.007728,0.983507,0.008765
B. Shoulder 1.2_r25_c1.jpg,0.094048,0.898687,0.007265
B. Shoulder 1.2_r25_c16.jpg,0.068189,0.916141,0.015670
B. Shoulder 1.2_r25_c18.jpg,0.067217,0.891645,0.041138
B. Shoulder 1.2_r25_c2.jpg,0.200350,0.790828,0.008821
B. Shoulder 1.2_r25_c27.jpg,0.028477,0.962610,0.008913
